Creation Date (Calendar),MMS Id,Title,Author,Author (contributor),ISBN,ISBN13,Reporting Code - 1st,Acquisition Method,Acquisition Method Description,Format,PO Line Type Name,Source Type,Fund Type,Parent Fund Name,Fund Code,Fund Name,Campus Name,Library Name,Location Code,Location Name,Permanent Call Number,Receiving Status,Receiving Date (Latest in POL),Status,Status (Active)
09/21/2023,9952369251301401,"The unforgettable queens of Islam : succession, authority, gender /","Haeri, Shahla, author.",,1107123038; 9781107123038; 1107554896; 9781107554894; 9781316389300; 1316389308,9781107123038,Philosophy,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,920.72091 H136 2020,Yes,10/24/2023,CLOSED,Closed
09/21/2023,9952369251401401,Tasha's cauldron of everything.,WIZARDS RPG TEAM,"Wizards of the Coast, Inc.; Wyatt, James, editor.; Ross, Jessica, editor.; Perkins, Christopher, 1968- editor.; Carter, Michele, editor.; Teague, Elisa, designer; Schneider, F. Wesley, designer, editor.; Petrisor, Ben, designer; Dillon, Dan, designer.; Crawford, Jeremy, designer.",0786967021; 9780786967025; 0786967072; 9780786967070; 9780786937377,9780786967025,Game Design,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,793.93 D916t 2020,Yes,10/02/2023,CLOSED,Closed
09/21/2023,9952369251501401,Player's handbook.,,"Bilsland, Greg, producer.; Perkins, Christopher, 1968- editor.; Gray, Scott Fitzgerald, editor.; Sims, Chris, 1971- editor.; Carter, Michele, editor.; Cordell, Bruce R., author.; Schwalb, Robert J. (Illustrator), author.; Wyatt, James, 1968- author.; Lee, Peter, contributor.; Thompson, Rodney, contributor.; Crawford, Jeremy, lead designer, handbook lead.; Mearls, Mike, lead designer.",0786965606; 9780786965601; 0786966637; 9780786966639,9780786965601,Game Design,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,793.93 D916p 2014,Yes,10/02/2023,CLOSED,Closed
09/21/2023,9952369251601401,Mordenkainen presents monsters of the multiverse /,,"Wizards of the Coast, Inc., editor.; Irwin, Kate, illustrator.; Tanji, Emi, illustrator.; Crawford, Jeremy, designer.",0786967870; 9780786967872; 0786967374; 9780786967377,9780786967872,Game Design,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,793.93 D916mu 2021,Yes,10/02/2023,CLOSED,Closed
09/21/2023,9952369251701401,Monster manual.,,"Wizards of the Coast, Inc., issuing body.; Bilsland, Greg, producer.; Gray, Scott Fitzgerald, editor.; Wyatt, James, 1968- story developer.; Townshend, Steve, story developer.; Sernett, Matthew, story developer.; Schwalb, Robert J. (Illustrator), story developer.; Lee, Peter, contributor.; Thompson, Rodney, contributor.; Sims, Chris, 1971- contributor.; Perkins, Christopher, 1968- handbook lead.; Crawford, Jeremy, lead designer, managing editor.; Mearls, Mike, lead designer.",0786965614; 9780786965618,9780786965618,Game Design,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,793.93 D916ma 2014,Yes,10/02/2023,CLOSED,Closed
09/21/2023,9952369251801401,"Just enough : lessons from Japan for sustainable living, architecture, and design /","Brown, Azby, 1956- author.",,161172077X; 9781611720778,9781611720778,Architecture,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,333.72095 B8773 2022,Yes,10/02/2023,CLOSED,Closed
09/21/2023,9952369251901401,Dungeon master's guide.,,"Wizards of the Coast, Inc.; Bilsland, Greg, producer.; Wilkes, Jennifer Clarke, editor.; Sims, Chris, 1971- editor.; Carter, Michele, editor.; Gray, Scott Fitzgerald, editor.; Lee, Peter, designer.; Thompson, Rodney, designer.; Schwalb, Robert J. (Illustrator), designer.; Wyatt, James, 1968- handbook lead.; Perkins, Christopher, 1968- handbook lead.; Crawford, Jeremy, lead designer, handbook lead.; Mearls, Mike, lead designer.",0786965622; 9780786965625,9780786965625,Game Design,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,793.93 D916d 2014,Yes,10/02/2023,CLOSED,Closed
09/21/2023,9952369252001401,My head has a bellyache : and more nonsense for mischievous kids and immature grown-ups /,"Harris, Chris, 1970- author.","Tsurumi, Andrea, illustrator.",0316592595; 9780316592598,9780316592598,Juvenile,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,811.6 H3135m 2023,Yes,10/02/2023,CLOSED,Closed
09/21/2023,9952369252101401,Mexikid : a graphic memoir /,"Martin, Pedro, 1967- author, artist.",,0593462289; 9780593462287; 0593462297; 9780593462294; 9780593462300; 0593462300; 9780593462324; 0593462327; 9780593462317; 0593462319,9780593462287,Juvenile,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olgn,Graphic Novels - 2nd Floor,Fiction M3825m 2023,Yes,10/03/2023,CLOSED,Closed
09/21/2023,9952369252201401,"Magic : a history : from alchemy to witchcraft, from the Ice Age to the present /","Gosden, Chris, 1955- author.",,9781250800152; 1250800153,9781250800152,Philosophy,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,133.4309 G6762 2021,Yes,10/02/2023,CLOSED,Closed
09/21/2023,9952370552301401,Karl Marx : greatness and illusion /,"Stedman Jones, Gareth, author.",,0674974824; 9780674974821; 0241269105; 9780241269107; 0674974808; 9780674974807; 9780674971615; 0674971612,9780674974821,Political Science,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nch,NCH,,,,,,Yes,00/00/0,CLOSED,Closed
09/21/2023,9952370552501401,"Wollstonecraft : philosophy, passion, and politics /","Tomaselli, Sylvana, author.",,9780691212630; 0691212635; 0691169039; 9780691169033,9780691212630,Political Science,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nch,NCH,,,,,,Yes,00/00/0,CLOSED,Closed
09/21/2023,9952370552701401,"Governing the climate : new approaches to rationality, power and politics /",,"Bulkeley, Harriet, 1972- author, editor.; Stripple, Johannes, author, editor.",1107110068; 9781107110069; 9781107721050; 1107721059; 9781139895040; 1139895044; 9781107728073; 110772807X; 9781107730434; 1107730430; 9781107732186; 1107732182; 9781107728677; 1107728673; 9781107724068; 1107724066; 9781107624603; 1107624606; 978110704626,9781107110069,Political Science,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nch,NCH,,,,,,Yes,00/00/0,CLOSED,Closed
09/21/2023,9952370552801401,Politics and the anthropocene /,"Kelly, Duncan, author.",,1509537724; 9781509537723; 9781509534210; 1509534210; 9781509534203; 1509534202; 9781509534197; 1509534199,9781509537723,Political Science,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nch,NCH,,,,,,Yes,00/00/0,CLOSED,Closed
09/21/2023,9952370952601401,Women in Western political thought /,"Okin, Susan Moller.",,1400846838; 9781400846832; 9780691158341; 0691158347,9781400846832,Political Science,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,MANUALENTRY,Allocated fund,Firm Orders,nch,NCH,,,,,,Yes,00/00/0,CLOSED,Closed
09/21/2023,9952370952701401,A turn to empire : the rise of imperial liberalism in Britain and France /,"Pitts, Jennifer, 1970-",,1400826632; 9781400826636; 9780691115580; 0691115583,9781400826636,Political Science,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,MANUALENTRY,Allocated fund,Firm Orders,nch,NCH,,,,,,Yes,00/00/0,CLOSED,Closed
09/21/2023,9952370952801401,"The Burke-Wollstonecraft debate : savagery, civilization, and democracy /","O'Neill, Daniel I., 1967-",,0271034866; 9780271034867; 0271054735; 9780271054735; 0271053062; 9780271053066; 9780271049717; 0271049715; 9780271032023; 0271032022; 0271032014; 9780271032016,9780271034867,Political Science,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,MANUALENTRY,Allocated fund,Firm Orders,nch,NCH,,,,,,Yes,00/00/0,CLOSED,Closed
09/21/2023,9952371052601401,"Lost artefacts from medieval England and France : representation, reimagination, recovery /",,"Cleaver, Laura, editor.; Gerry, Kathryn B., editor.",1800105460; 9781800105461; 9781914049057; 1914049055,9781800105461,History,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-hs,nu-hs-History,,,,,,Yes,00/00/0,CLOSED,Closed
09/21/2023,9952371052701401,Tyranny of the minority : why American democracy reached the breaking point /,"Levitsky, Steven, author.","Ziblatt, Daniel, 1972- author.",059344308X; 9780593443088; 9780593728161; 0593728165; 9780593443071; 0593443071,9780593443088,Political Science,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Reserve,3114,3114-Reserve,,,,,,Yes,00/00/0,CLOSED,Closed
09/22/2023,9952371352301401,The blade between : a novel /,"Miller, Sam J., author.",,006296982X; 9780062969828; 9780062969859; 0062969854,9780062969828,Fiction,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,MANUALENTRY,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olfic,Fiction - 2nd Floor,Fiction M6511b 2020,Yes,10/06/2023,ACTIVE,In Review
09/25/2023,9952371352101401,"Introduction to human services and social change : history, practice, and policy /","Gardinier, Lori, author.",,0197524419; 9780197524411; 9780197524428; 0197524427; 9780197524435; 0197524435,9780197524411,Human Services,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,MANUALENTRY,Allocated fund,Reserve,3114,3114-Reserve,Snell Campus,Snell Library,slstk,Stacks,HV40 .G3658 2024,Yes,10/03/2023,CLOSED,Closed
09/25/2023,9952372552401401,The intellectual education of the Italian Renaissance artist /,"Dressen, Angela, author.",,1108916899; 9781108916899; 9781108932738; 1108932738; 9781108831321; 110883132X,9781108916899,Art,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-meb,nu-meb - Mills E-Books,,,,,,Yes,00/00/0,CLOSED,Closed
09/25/2023,9952372552701401,"Ignatius Sancho and the British abolitionist movement, 1729-1786 : manhood, race and sensibility /","Barker-Benfield, G. J., author.",,3031374207; 9783031374203; 9783031374197; 3031374193,9783031374203,History,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-hs,nu-hs-History,,,,,,Yes,00/00/0,CLOSED,Closed
09/26/2023,9952372551501401,The politically incorrect guide to capitalism /,"Murphy, Robert P. 1976- (Robert Patrick),",,1596986174; 9781596986176; 9781596985049; 1596985046,9781596986176,Economics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-bu,nu-bu-Business (DMSB),,,,,,Yes,00/00/0,CLOSED,Closed
09/26/2023,9952372552301401,Tyranny of the minority : why American democracy reached the breaking point /,"Levitsky, Steven, author.","Ziblatt, Daniel, 1972- author.",0593443071; 9780593443071; 0593728165; 9780593728161; 9780593443088; 059344308X,9780593443071,Political Science,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,MANUALENTRY,Allocated fund,Reserve,3114,3114-Reserve,Snell Campus,Snell Library,slstk,Stacks,JK1021 .L48 2023,Yes,09/29/2023,CLOSED,Closed
09/26/2023,9952372934001401,Readings for diversity and social justice /,,"Zúñiga, Ximena, editor.; Shlasko, Davey, editor.; Peters, Madeline L. editor. (Madeline Lorraine),; Love, Barbara J., 1946- editor.; Hopkins, Larissa E., 1982- editor.; Hackman, Heather, editor.; DeJong, Keri ""Safire"", 1974- editor.; Catalano, D. Chase J., 1977- editor.; Blumenfeld, Warren J., 1947- editor.; Adams, Maurianne, editor.",113805528X; 9781138055285; 1138055271; 9781138055278,9781138055285,Education,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,IMPORT_EOD,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,305.80097 R2874 2018,Yes,10/02/2023,CLOSED,Closed
09/26/2023,9952372935301401,Whose America? : U.S. immigration policy since 1980 /,,"Marinari, Maddalena, editor.; García, María Cristina, 1960- editor.",0252045130; 9780252045134; 0252087275; 9780252087271; 9780252054501; 0252054504,9780252045134,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,JV6483 .W526 2023,Yes,10/30/2023,CLOSED,Closed
09/26/2023,9952372935401401,The quantified worker : law and technology in the modern workplace /,"Ajunwa, Ifeoma, author.",,110718603X; 9781107186033; 131663695X; 9781316636954; 9781316888681; 1316888681,9781107186033,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,K1705 .A3828 2023,Yes,12/18/2023,CLOSED,Closed
09/26/2023,9952372935501401,The NAACP in Washington DC : from Jim Crow to home rule /,"Gray, Derek, author.","Musgrove, George Derek, 1975- writer of supplementary textual content.; McQuirter, Marya, writer of supplementary textual content.",146714052X; 9781467140522; 1540251497; 9781540251497,9781467140522,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,E185.93.D6 G39 2022,Yes,10/16/2023,CLOSED,Closed
09/26/2023,9952372935601401,The law's ultimate frontier: towards an ecological jurisprudence : a global horizon in private international law /,"Muir Watt, Horatia, author.",,1509940103; 9781509940103; 1509968385; 9781509968381; 9781509940110; 1509940111; 9781509940127; 150994012X,9781509940103,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,K7021 .M85 2023,Yes,10/16/2023,CLOSED,Closed
09/26/2023,9952372935701401,"Law, science, and technology : historical and social context /","Friedman, Lawrence M. 1930- author. (Lawrence Meir),",,1538178826; 9781538178829; 9781538178836; 1538178834,9781538178829,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,KF352 .F7545 2023,Yes,10/30/2023,CLOSED,Closed
09/26/2023,9952372935801401,The jury : a very short introduction /,"Lerner, Renée Lettow, author.",,0190923911; 9780190923914; 9780190923945; 0190923946,9780190923914,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,K2292 .L45 2023,Yes,10/13/2023,CLOSED,Closed
09/26/2023,9952372935901401,"E-cigarettes and the comparative politics of harm reduction : history, evidence and policy /",,"Hall, Wayne, 1951- editor.; Fairchild, Amy L., editor.; Bayer, Ronald, editor.; Berridge, Virginia, editor.",3031236572; 9783031236570; 9783031236587; 3031236580,9783031236570,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,RA645.T62 E25 2023,Yes,12/18/2023,CLOSED,Closed
09/26/2023,9952372936001401,The designation of marine protected areas : a legal obligation /,"Rebay, Anna von (Barrister), author.",,3031291743; 9783031291746; 9783031291753; 3031291751,9783031291746,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,K3485 .R43 2023,Yes,10/24/2023,CLOSED,Closed
09/26/2023,9952372936101401,Comparative recognition and enforcement : foreign judgments and awards /,"Stamboulakis, Drossos, author.",,1316513920; 9781316513927; 1009074997; 9781009074995; 9781009084703; 1009084704; 9781009076340; 1009076345,9781316513927,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,K7680 .S73 2023,Yes,10/30/2023,CLOSED,Closed
09/26/2023,9952372936201401,The deadly rise of anti-science : a scientist's warning /,"Hotez, Peter J., author.",,1421447223; 9781421447223; 9781421447230; 1421447231,9781421447223,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,RA644.C67 H688 2023,Yes,10/16/2023,CLOSED,Closed
09/26/2023,9952372936301401,Break the wheel : ending the cycle of police violence /,"Ellison, Keith, 1963- author.",,1538725630; 9781538725634; 9781538725658; 1538725657,9781538725634,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,HV7936.P725 E45 2023,Yes,10/16/2023,CLOSED,Closed
09/27/2023,9952369249401401,Making history : IAIA Museum of Contemporary Native Arts : Institute of American Indian Arts /,,"Martin, Robert, writer of foreword.; Mithlo, Nancy Marie, editor.",0826362095; 9780826362094; 9780826362100; 0826362109,9780826362094,Ethnic Studies,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,704.0397 M2355 2020,Yes,10/06/2023,CLOSED,Closed
09/27/2023,9952369249501401,To love and mourn in the age of displacement /,"Pelaez Lopez, Alan, 1993- author.",,1734437723; 9781734437720,9781734437720,Poetry,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,811.6 P381t 2020,Yes,11/22/2023,CLOSED,Closed
